"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000287778.3",29.0593310400789,1.43380774597838,0.76691446791167,1.86957973277344,0.0615422018867508,0.111223932510975
"ENSG00000251152.1",0.872278375988647,-3.04839796807759,2.37057660443188,-1.28593101036199,0.198467139986491,NA
"ENSG00000249631.8",2.86605752110555,5.15886476664721,2.23499404254241,2.3082230504645,0.0209867337519687,0.0530723277570961
"ENSG00000307260.1",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000251210.6",1.74455675197729,-4.04839414423605,2.258163517781,-1.7927816618941,0.0730078428488308,0.124113332843012
"ENSG00000305112.1",20.8599143057856,-1.60571860421049,0.839852154606957,-1.91190627469659,0.0558882167280587,0.1024159932906
"ENSG00000249780.1",6.35517102506014,-0.283791343295007,1.04533061654526,-0.271484771232393,0.786018210847279,0.835914816948405
"ENSG00000302819.1",8.85985607611325,-3.8536372403026,1.61467091954868,-2.38663940351371,0.0170031596665986,0.04629675626249
"ENSG00000250371.1",17.7695566308544,7.79112255346148,2.15547475313767,3.6145737926738,0.000300842121985314,0.00324114302373443
"ENSG00000250098.2",2.18069593997162,-4.37032103892257,2.23500246967322,-1.95539875155554,0.0505360233730401,0.0973194322555078
"ENSG00000157869.16",25.4331452198975,-5.43859591400855,1.59189420621016,-3.41643049694633,0.000634478576697048,0.00522930324513768
"ENSG00000293755.1",0.872278375988647,-3.04839796807759,2.37057660443188,-1.28593101036199,0.198467139986491,NA
"ENSG00000281202.2",1.74455675197729,-4.04839414423605,2.258163517781,-1.7927816618941,0.0730078428488308,0.124113332843012
"ENSG00000038219.13",254.356374438289,-1.01337679284908,0.660128129002896,-1.53512136254481,0.124754019785155,0.187594419703376
"ENSG00000249148.2",0.573211504221111,2.8369435466039,2.58074856989812,1.09927157557852,0.271649626742811,NA
"ENSG00000250634.8",4.01248052954778,5.64428984441491,2.20822666538177,2.55602829768342,0.0105874508478359,0.0331099004910311
"ENSG00000306374.1",0.872278375988647,-3.04839796807759,2.37057660443188,-1.28593101036199,0.198467139986491,NA
"ENSG00000250497.1",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000287360.2",3.92525269194891,-5.21831469990553,2.19322340203804,-2.37929008739212,0.0173460193340181,0.04629675626249
"ENSG00000248425.1",1.74455675197729,-4.04839414423605,2.258163517781,-1.7927816618941,0.0730078428488308,0.124113332843012
"ENSG00000248360.7",0.573211504221111,2.8369435466039,2.58074856989812,1.09927157557852,0.271649626742811,NA
"ENSG00000247624.7",1.14642300844222,3.83694087929067,2.37056920073132,1.61857366496915,0.105539025158872,NA
"ENSG00000137449.17",58.3305011143265,0.884085124070576,0.701493808813388,1.26028927549061,0.207565027346104,0.288271350050104
"ENSG00000249252.6",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000163145.13",0.573211504221111,2.8369435466039,2.58074856989812,1.09927157557852,0.271649626742811,NA
"ENSG00000048342.18",13.4704703491961,-1.54431789820439,0.923937874558752,-1.67145209729811,0.0946324129578964,0.155336071988135
"ENSG00000118564.15",67.9255632502016,-1.49701254656694,0.708175818790261,-2.11389955269047,0.0345238474584683,0.0748393263506437
"ENSG00000305530.1",1.14642300844222,3.83694087929067,2.37056920073132,1.61857366496915,0.105539025158872,NA
"ENSG00000305512.1",4.58569203376889,5.83693419819021,2.19979506545772,2.65339907787078,0.00796855958226216,0.0274170333653604
"ENSG00000237765.8",4.90968114485038,-0.190681991549766,1.13291979183227,-0.168310230719314,0.866339225728923,0.900026636794195
"ENSG00000214846.4",1.71963451266333,4.42190162665857,2.29623812436247,1.92571562145206,0.0541398922415527,0.0997632561479314
"ENSG00000004468.13",4.49846419617002,-2.77563718162001,1.65193279351042,-1.68023614067354,0.0929113802389414,0.152784049363657
"ENSG00000137440.5",21.3708202117218,-7.66308917329553,2.14975485371646,-3.56463396747202,0.000364364312839788,0.00369390560788554
"ENSG00000007062.12",9.93151236661359,1.1718867857442,0.941837434687122,1.24425590084291,0.213405395768351,0.295061526942233
"ENSG00000286280.2",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000169762.17",53.6825034822727,-2.63319873998258,0.77201927786109,-3.41079402483052,0.000647740036273531,0.00529688960387691
"ENSG00000263327.7",40.1621886544487,-2.13409732079687,0.777257870601021,-2.74567476447252,0.0060386595102891,0.0228215421073183
"ENSG00000248138.6",0.573211504221111,2.8369435466039,2.58074856989812,1.09927157557852,0.271649626742811,NA
"ENSG00000169744.13",3.76325813640816,-1.19068008848062,1.34307311713667,-0.886534078665099,0.375329798754931,0.471283368902404
"ENSG00000287081.1",0.872278375988647,-3.04839796807759,2.37057660443188,-1.28593101036199,0.198467139986491,NA
"ENSG00000309610.1",0.436139187994323,-2.0484029101713,2.58075331050575,-0.793722864495668,0.427356786401153,NA
"ENSG00000151552.13",181.546052282551,1.05893139901339,0.664392123142819,1.59383496903042,0.110973003003518,0.173135860930339
"ENSG00000002549.13",30.7789655527422,1.54628241560573,0.76415889487373,2.02350901884253,0.0430206946868465,0.0877722125732749
"ENSG00000249502.3",3.60126358086741,0.809316370590827,1.27687087130194,0.633827890337591,0.526193149426197,0.613438274797184
"ENSG00000118579.13",84.2122466418754,-1.04312434717822,0.689670674539969,-1.512496305391,0.130407651823795,0.195015449775316
"ENSG00000047662.5",20.7353031092158,0.979242105682423,0.795664588947997,1.23072224060788,0.218426766926351,0.301063150097288
"ENSG00000298550.1",5.18382577730396,0.979241496311989,1.13291961875155,0.864352139466958,0.387394476002481,0.482551085231773
"ENSG00000163257.12",118.430481219944,0.733082000491556,0.672914202232639,1.08941377379061,0.275971460114868,0.365386825102197
